Texture,Moisture (%),Organic Matter (%),pH,Electrical Conductivity (dS/m),Soil Quality,Industrial Use
Loamy,27.267975270158438,1.9142558153394158,7.279084144089207,0.7950303956600271,Bad,Not Suitable
Sandy,29.861432468926168,1.631037339765283,6.697954694535799,1.5133403641309253,Bad,Not Suitable
Sandy,12.739311672380014,1.3913892175797828,7.082178349865377,0.5410417723920352,Bad,Not Suitable
Sandy,12.652393508502676,4.34364881497685,7.950701472556227,0.1828082942170925,Bad,Not Suitable
Loamy,26.14074977396913,4.288846660343504,6.725400676547706,1.9577103232023714,Good,Land Reclamation
Sandy Loam,20.580699979840617,4.569940659357483,5.922978766074449,1.665822440755315,Bad,Not Suitable
Sandy Loam,15.295933656966842,1.571495246600628,6.3611341655036915,1.038042216188497,Bad,Not Suitable
Sandy Loam,15.467523201835974,1.3589701437622992,6.831777341468589,1.632841763471196,Bad,Not Suitable
Loamy,10.218520868490193,2.0329036790990593,5.695330812283753,1.594255690196654,Bad,Not Suitable
Sandy,14.047974672026651,2.427748275992579,6.738519220056027,1.832205678047863,Good,Construction
Loamy,10.446877805162726,2.195171197465954,7.75744859534905,0.19178442631485568,Bad,Not Suitable
Loamy,19.203629902322344,4.384975621695386,6.322104311612697,1.7002580239243639,Good,Land Reclamation
Loamy,17.27324026117087,4.54097624910325,7.323734308481054,1.0964374067727454,Good,Land Reclamation
Sandy,10.232777116692603,4.369142797280746,6.262065682308995,0.863413437558931,Good,Construction
Sandy,17.258423600091003,2.274190852197815,5.6015589243365085,1.4252727076538638,Bad,Not Suitable
Clayey,15.90503679262933,1.0362233097152522,7.4558924718353845,0.5367732549710297,Bad,Not Suitable
Sandy Loam,15.52820583731637,4.947476854832022,7.074487354082192,0.986907144572252,Bad,Not Suitable
Clayey,12.389439183662518,2.0849481265072014,7.586949906624571,0.1349235889699949,Bad,Not Suitable
Clayey,26.298680624876646,4.779835540739107,7.291561344949004,0.32679807351519335,Good,Brick Manufacturing
Loamy,25.937514026737816,4.006394732632639,6.724245044526908,1.0075106360162356,Good,Land Reclamation
Sandy Loam,23.41832091248052,1.2580606737648985,6.596483851373212,0.5404636889132117,Bad,Not Suitable
Sandy Loam,21.00203149489687,3.6472494993446993,6.7506276809033645,0.32978114373690126,Bad,Not Suitable
Loamy,11.80401659203044,3.9050969300847047,6.225589525876438,1.6487834827890067,Good,Land Reclamation
Sandy,11.174991541872632,1.6838405541058874,7.002674985047431,1.8435752827866057,Bad,Not Suitable
Sandy Loam,14.999923569213582,1.498371672634371,7.745800632883922,1.0901155274281003,Bad,Not Suitable
Loamy,13.925626834675306,1.4573684868099135,7.048875014119684,1.195079952036487,Bad,Not Suitable
Sandy Loam,16.51312418778151,1.1250159199407808,7.847064228053771,0.28359760946830903,Bad,Not Suitable
Sandy Loam,28.003119805359297,3.728670768498729,6.596491411019811,0.4665359959970504,Bad,Not Suitable
Clayey,27.861659826733412,1.8304833294910967,5.8847160017862326,1.7877430238288197,Bad,Not Suitable
Sandy,21.771965612689222,3.153334302868671,6.201238439185297,1.0507880959884053,Bad,Not Suitable
Loamy,17.017732155767554,1.0570598658932124,6.95428802431306,1.6260442672426052,Bad,Not Suitable
Loamy,13.23272181268981,1.3369708940404368,7.901897676797364,0.6357618908944268,Bad,Not Suitable
Clayey,17.98557895077253,4.291899434182215,6.684821157669994,1.728263706704673,Good,Biogas Production
Sandy,27.186871432345587,1.7815358974651767,6.447648259886538,1.3183627976163534,Bad,Not Suitable
Sandy,23.552479469634484,2.4186049923794823,7.346567972613824,1.0544509154185422,Bad,Not Suitable
Sandy Loam,11.54325600952902,2.309011146238303,5.587540324180833,0.11255866905790196,Bad,Not Suitable
Clayey,26.779509803621767,2.9076850733366824,6.675184342078974,1.1160087276588952,Good,Brick Manufacturing
Loamy,15.348159257571465,3.75306744458717,7.7003028572966485,0.7680786320444866,Good,Biogas Production
Loamy,29.344093149802333,4.477073130518794,5.507428422451061,0.7241967451181075,Bad,Not Suitable
Sandy,16.056665755770652,4.587181693821524,7.87727453369588,0.9189507739518533,Bad,Not Suitable
Clayey,21.05966776877876,1.2174779324435527,5.7952580727386795,0.9189437716752666,Bad,Not Suitable
Clayey,17.242615930419323,4.631196372224785,6.68957701847144,0.5892101347487576,Good,Biogas Production
Sandy Loam,11.88731002118368,4.73326364450622,6.434390650101157,0.36269013854220444,Average,Glass Making
Sandy,15.496827418541503,1.5014575738204088,7.677237253575554,1.666734308556987,Bad,Not Suitable
Sandy Loam,16.628958990889828,1.780327242162003,7.336299354749434,1.8426367629314897,Bad,Not Suitable
Loamy,28.59587020695567,2.8898430516010793,6.034417300540885,1.1229264457589558,Good,Land Reclamation
Sandy,26.352735369545893,3.5349863342207,5.521060023486957,1.259050445394293,Bad,Not Suitable
Clayey,21.12597851014222,2.7922447135799944,7.211861987165552,1.986897539873733,Good,Brick Manufacturing
Sandy,21.83923573123767,3.6363136951937483,7.820046921838986,0.43191716943102365,Bad,Not Suitable
Sandy,26.650861769702324,3.099168486976266,7.609576467837801,1.514563148648428,Bad,Not Suitable
Clayey,20.55690522656954,4.308560186136583,6.341281549107594,1.970957402333213,Good,Brick Manufacturing
Sandy Loam,29.24107681921294,4.933073496497437,5.962476189289407,1.95962041458092,Bad,Not Suitable
Clayey,12.00546676505629,3.012075284565078,7.4942175290300845,1.499350527871813,Good,Biogas Production
Clayey,24.00561104015857,3.492944539270463,6.993889259829544,1.453480629929227,Good,Brick Manufacturing
Clayey,28.531741136505246,2.962779107218499,5.593688445020861,1.3337936837964217,Bad,Not Suitable
Loamy,11.4685579824982,1.4310309903843996,7.396392115237349,0.9198685545176337,Bad,Not Suitable
Sandy Loam,21.8219174787292,2.0536075711687056,7.031761435705558,1.6712948070644964,Bad,Not Suitable
Sandy Loam,17.819580914438156,1.935688690352087,6.66129417811981,1.2160704737791972,Bad,Not Suitable
Loamy,23.840167991213026,2.4358324616733444,7.350914182891582,0.8269812639276858,Bad,Not Suitable
Sandy Loam,27.98516678298863,4.595130476331017,6.504882412582449,1.0170171988138534,Bad,Not Suitable
Clayey,19.61943508408614,2.8445866743708765,5.614275009439741,1.7664505015664806,Bad,Not Suitable
Sandy Loam,23.067112516880634,3.4818095359466765,7.049038252124321,1.3600823280834673,Bad,Not Suitable
Loamy,25.44649145770891,3.7571384547530524,7.502339286992804,1.8592990466492123,Good,Biogas Production
Loamy,11.270938421305106,4.615248912484164,6.696425993899405,0.2756872881178613,Good,Land Reclamation
Clayey,17.731740070180514,4.750080852608999,7.9814497188245825,1.5840293717591512,Good,Biogas Production
Loamy,10.150451136823355,3.26277719061168,6.94008363772277,0.16996382289362272,Good,Land Reclamation
Loamy,21.72287840132454,3.8106573604506275,6.813448523536772,1.769837437859477,Good,Land Reclamation
Clayey,26.777144093553073,3.7150411638956604,5.684448543665246,1.2297902370885954,Bad,Not Suitable
Clayey,18.31945575992141,1.3167795967814935,7.469768870289139,0.14484765297996147,Bad,Not Suitable
Sandy,13.54842681571703,1.2356036488361655,5.540164173273277,1.698562488591447,Bad,Not Suitable
Clayey,19.51941153752318,4.946208316121872,5.994191198870677,1.7886484066629647,Bad,Not Suitable
Sandy,20.91889515458768,4.120895640388898,7.46571169912507,0.5741371004895837,Bad,Not Suitable
Sandy,12.285453569841003,1.9504898439688887,5.587493721008519,0.9115200613699043,Bad,Not Suitable
Clayey,12.388775631507718,1.892304830116096,6.634473017410572,1.9451828890882985,Bad,Not Suitable
Loamy,14.052296606639779,3.305866195447597,7.666796959596253,1.9084444407278838,Good,Biogas Production
Sandy Loam,18.77357638807549,1.2680214327913477,5.531310660046613,0.4169618653034225,Bad,Not Suitable
Sandy Loam,22.361238015377303,3.2440441350954448,6.324718892818542,1.5294850910667792,Bad,Not Suitable
Clayey,18.78226537106301,2.115958388790378,6.793883321618711,1.0152549747721897,Bad,Not Suitable
Clayey,21.748167007612803,4.900339097680387,6.819982317091293,0.9696555494303555,Good,Brick Manufacturing
Loamy,14.343019434919054,3.314765098983224,7.816640561937762,1.2770040986518887,Good,Biogas Production
Loamy,17.84826054511762,4.864395097649088,6.668555131302265,0.235853886378023,Good,Land Reclamation
Sandy Loam,27.913811869833555,3.041081865633724,6.8174154539102005,0.15467871528580743,Bad,Not Suitable
Loamy,28.690779796667698,4.098210921614578,6.95305908172599,0.2492639674699049,Good,Land Reclamation
Sandy Loam,17.36413856560098,1.1704940516952318,7.744827924725499,0.1664646660447764,Bad,Not Suitable
Clayey,28.7995221089287,3.2252307647494205,6.427288774574177,1.546263070278063,Good,Brick Manufacturing
Loamy,16.66823955748241,1.779866122582122,6.8071987931410725,1.7246754049626836,Bad,Not Suitable
Loamy,12.137466482094077,3.9364728476056543,7.51238461413862,1.215887437734117,Good,Biogas Production
Sandy Loam,28.38023046297605,3.3110277220042597,5.733325835612585,1.4923665585325985,Bad,Not Suitable
Loamy,10.15966373655434,2.4247853534060524,7.347883011890934,1.7186794615110086,Bad,Not Suitable
Sandy,11.340762225106864,4.285171907217158,7.605259388445103,0.10666445045642375,Bad,Not Suitable
Clayey,21.284607597776983,1.4565117634992677,5.765346059239823,0.4232027044405787,Bad,Not Suitable
Loamy,23.574756955789866,4.985447554448032,6.215792294752073,0.11498930777583397,Good,Land Reclamation
Sandy Loam,24.151883063555967,4.482948907274055,6.338440790312766,1.144822727962922,Bad,Not Suitable
Clayey,25.452525770798307,2.4187467273351713,7.873432814292743,0.509050232222444,Bad,Not Suitable
Loamy,24.041643829868526,1.4608563045906,6.374823637603357,1.6564479788936337,Bad,Not Suitable
Loamy,14.761321473079846,3.917261068070142,5.573720657014858,0.5922270490822042,Bad,Not Suitable
Sandy,10.272082588103014,3.979608936555111,7.15345911414117,1.120886865114079,Bad,Not Suitable
Sandy,16.966076285891322,1.352295876454694,6.956063659318945,0.10949171606777025,Bad,Not Suitable
Clayey,16.47579836201888,1.042388849308078,7.254732069080512,1.778805144437542,Bad,Not Suitable
Sandy Loam,16.89219335972671,3.318682040191104,7.909786961405331,0.48975918314387523,Bad,Not Suitable
Sandy,20.96095254170953,4.990596838118266,5.881529149395214,0.5298493309285524,Bad,Not Suitable
Loamy,25.329165826445603,3.168886177582254,7.012792209133846,0.5040370329345593,Good,Land Reclamation
Clayey,28.386762283170363,2.0394966949606235,7.4307980215177345,0.35721412511006045,Good,Brick Manufacturing
Loamy,25.755157862438402,3.0678473312197747,6.560206200548749,1.3961741651232542,Good,Land Reclamation
Sandy,19.236902253459892,1.6082471719724736,6.056723767886646,0.6808125689291039,Bad,Not Suitable
Clayey,27.56307064803494,1.6466173044093337,7.375823633798843,0.9967477211849493,Good,Brick Manufacturing
Loamy,15.154440198528699,2.293680249398497,7.412246954013099,0.5351977155209207,Bad,Not Suitable
Loamy,10.418965407010333,3.0830906929640287,7.925054553093359,1.5203856578966777,Good,Biogas Production
Loamy,17.65749518321726,1.8047057197023055,7.453791005048991,1.662387259696864,Bad,Not Suitable
Loamy,13.905299252775405,2.1310616879771698,7.0679873120488566,0.7527958218941506,Bad,Not Suitable
Loamy,21.952285518228344,2.2336274143553534,7.643445502332222,0.7951449266680776,Bad,Not Suitable
Loamy,10.336977576652988,3.419332266376256,6.072543024445326,1.7299127249998993,Good,Land Reclamation
Clayey,13.921025021772252,3.0232931430435253,5.521165616656737,0.1284496598888114,Bad,Not Suitable
Clayey,13.857648282327496,3.25407455997105,7.850700021144517,0.8956490926757643,Good,Biogas Production
Loamy,18.393395583736144,1.330272536385206,7.070460786714566,0.6333810043086584,Bad,Not Suitable
Clayey,11.98043621440317,2.9993307644093847,5.857782786737601,0.8400096279800174,Bad,Not Suitable
Sandy Loam,23.104386205736564,4.4081399265427486,6.630641163584508,1.8314795262722003,Bad,Not Suitable
Sandy Loam,17.284356295758823,2.341310989129505,6.5107635942497755,0.3304880241217957,Bad,Not Suitable
Sandy Loam,16.25292014647504,2.3970369677016796,6.508905771982095,0.9574860243603095,Bad,Not Suitable
Clayey,21.123401080790764,4.252974627607818,6.875729472868175,1.859712338345911,Good,Brick Manufacturing
Clayey,11.846667151143862,4.892084284151852,5.587623026741072,0.40666314447244933,Bad,Not Suitable
Loamy,14.208077587654904,3.448231313869018,5.587733725997697,0.280645689761292,Bad,Not Suitable
Sandy,21.68142369548377,4.168360029556814,5.785877073265515,0.4644956717820744,Bad,Not Suitable
Sandy,12.084760443382738,4.9033629940314665,6.900784156606845,1.2354378967966493,Good,Construction
Sandy Loam,25.817725820393964,1.8055851773786982,7.092455209044814,1.472618900818133,Bad,Not Suitable
Loamy,11.618321110620855,3.6181577099229223,6.317424159151962,0.7752880896347613,Good,Land Reclamation
Clayey,10.205570550604312,2.2183290725318465,6.166543225924895,1.9680315272464035,Bad,Not Suitable
Clayey,18.56292990446004,4.531169866923961,6.954291998940258,0.13461576244795026,Good,Biogas Production
Sandy Loam,21.126284350596315,2.775605837850637,7.390365231335709,0.6886150988106818,Bad,Not Suitable
Loamy,28.211730176458477,3.1226582247717607,7.828214025523337,1.6384932554640195,Good,Biogas Production
Loamy,15.840452122431444,2.8706102846565593,6.525594766993642,0.46331034119901116,Good,Land Reclamation
Sandy Loam,25.801160806736505,2.7850470757851054,5.912617501019769,1.0873673932492351,Bad,Not Suitable
Loamy,27.426555142192186,2.9193641218226802,6.177766259768195,1.7450405660261574,Good,Land Reclamation
Clayey,20.496308096822922,4.934237874561848,6.059193472915667,0.8203207277303042,Good,Brick Manufacturing
Clayey,16.08921509916148,3.7274013196957583,6.2452447137921006,1.8397834244929017,Bad,Not Suitable
Sandy,29.985326265478992,3.4886120331519304,5.71917562322171,1.062736639298145,Bad,Not Suitable
Clayey,19.90958425418768,4.349788086351749,6.5545724990284775,0.19613153280686088,Good,Biogas Production
Clayey,18.618476191164575,4.168912755263479,6.087078759109155,1.6442395559010583,Bad,Not Suitable
Sandy,15.468218135999287,3.697461593090807,6.827478286232372,1.737709286837846,Bad,Not Suitable
Clayey,25.57290647969463,4.721163207038023,6.820508829862336,0.25732452950743817,Good,Brick Manufacturing
Sandy,23.16225936500618,2.8106802164787075,7.0703187439120105,1.2867256397156954,Bad,Not Suitable
Sandy Loam,25.72595799282429,1.029314079445129,6.4622758806097895,0.35222227742118684,Bad,Not Suitable
Loamy,22.919779334608076,3.172092487339857,6.107048785123241,1.4582700993050768,Good,Land Reclamation
Loamy,14.393142903501268,4.760830408750023,7.349648164449112,0.3958521894516178,Good,Land Reclamation
Loamy,13.807569182610564,4.853528605626761,7.134592519991671,1.0104312229874055,Good,Land Reclamation
Sandy,29.2105198802074,4.851300759566229,6.387049813809346,1.202552152128041,Bad,Not Suitable
Loamy,29.205917928055648,3.6147482864900513,7.810597193793584,0.551252781509028,Good,Biogas Production
Clayey,21.914799959092157,3.151788524391896,5.7309244309711636,0.6053585845184885,Bad,Not Suitable
Sandy Loam,12.271685890038182,2.1097804691362154,6.377125379345691,0.12473014301598105,Average,Glass Making
Clayey,12.944319950905623,2.9221522587210282,7.549004741221294,0.1692674384990917,Bad,Not Suitable
Loamy,19.953074566563537,3.1098860016242886,6.01760226208393,1.8389311593704776,Good,Land Reclamation
Sandy,15.211876751558528,2.6746247169452744,6.0606618725086925,1.9973290721137407,Bad,Not Suitable
Sandy,21.837040373941406,4.795197499007357,7.04259020480133,0.218420696819505,Bad,Not Suitable
Sandy Loam,27.50535798368935,2.631891462054452,7.362096694841777,1.5613225831843551,Bad,Not Suitable
Clayey,24.273016544505097,4.110095625120308,6.7373216955352,0.5869426176697115,Good,Brick Manufacturing
Loamy,28.00324153155084,2.6721646106496015,6.109715423447529,1.0200814493604036,Good,Land Reclamation
Sandy Loam,14.752670102519938,4.15273850077849,5.935281699201523,0.1628538521454102,Bad,Not Suitable
Loamy,23.69968309034844,2.8680693132202104,5.60252179341264,1.4042419567440465,Bad,Not Suitable
Sandy Loam,23.510173307140217,3.9982639651492122,7.030238522819783,0.5809196804038471,Bad,Not Suitable
Loamy,12.83579466407164,3.0721054320729766,5.5703758108258095,1.9569474071541786,Bad,Not Suitable
Loamy,29.23215661535194,4.005859388478443,5.836704520789468,0.8228488641967465,Bad,Not Suitable
Loamy,14.087561805923059,4.113147269875904,6.595221229949264,0.2730567469689607,Good,Land Reclamation
Loamy,28.916449828065847,3.1092810611751704,6.008874030392677,1.6544315843594184,Good,Land Reclamation
Clayey,14.458670204715382,1.1600629073902713,7.406302694982934,1.37897880924117,Bad,Not Suitable
Clayey,27.137138103642705,3.023819354531697,6.911304101845015,1.029169369427309,Good,Brick Manufacturing
Sandy Loam,16.36724062156984,4.572399158484391,5.518240510232006,1.3542347648513,Bad,Not Suitable
Clayey,12.607377096666596,2.132018202993717,7.406380252605933,1.7795296345408902,Bad,Not Suitable
Clayey,28.552017708214724,3.9462818546393588,7.397477709172423,1.699107609840414,Good,Brick Manufacturing
Sandy Loam,23.602491873395408,1.1002928572749435,7.9446154425555235,1.7294811404425419,Bad,Not Suitable
Clayey,17.362953104039857,4.3919363170921,6.684981422521429,0.5284632049004394,Good,Biogas Production
Clayey,28.991686522293822,3.673891045483525,6.780774425632092,1.6832688603971497,Good,Brick Manufacturing
Loamy,25.854207588885505,2.8403300270176923,7.421114933413041,0.5727591284928459,Good,Land Reclamation
Loamy,29.67101844196649,1.3997085816355432,7.488304819622795,0.31245598498851007,Bad,Not Suitable
Sandy Loam,10.27709773854853,4.989767529176014,7.1886592638306555,0.9886143804220465,Bad,Not Suitable
Clayey,11.390077173830111,4.499426506141798,6.821447681849499,0.8389844504948074,Good,Biogas Production
Loamy,15.02084936818335,3.5686393046347193,5.873823681599441,1.5266279691311173,Bad,Not Suitable
Loamy,22.703000664484016,3.082113949486663,7.276463582913191,0.6819450717403169,Good,Land Reclamation
Sandy,23.705338776079486,2.8529989809770604,6.123827510770354,0.10529627675348714,Bad,Not Suitable
Loamy,28.733977391124313,4.882723014361401,7.817136486491632,0.8709874283116618,Good,Biogas Production
Clayey,25.960094317047623,1.0495144495142923,7.918615761719353,0.46098954252271584,Bad,Not Suitable
Sandy Loam,21.579424661259562,4.351937209437311,7.741135336104554,0.5611169363031776,Bad,Not Suitable
Clayey,14.221331664548035,2.5991378996493655,6.066471347334653,0.6468237212430928,Bad,Not Suitable
Sandy Loam,25.472076530038304,3.0607105768772636,7.19597523650064,1.1431862356062141,Bad,Not Suitable
Loamy,19.999400383538035,3.143313413038962,7.463925383770938,0.49970838829525066,Good,Land Reclamation
Loamy,21.90378223954786,4.716885996838409,6.998260674292554,1.392413562230854,Good,Land Reclamation
Sandy Loam,10.144540204592946,2.8463853859847736,6.842050105493817,0.9154593120902231,Average,Glass Making
Clayey,24.365097333058536,4.18703442811889,5.8791906832101315,1.9085533262337349,Bad,Not Suitable
Loamy,20.369612084046498,3.7702684945280462,6.415511749768984,1.5444307535921746,Good,Land Reclamation
Sandy Loam,20.67901280697927,2.455891708441387,7.642605641652461,1.619553340127225,Bad,Not Suitable
Sandy Loam,20.30490673978479,1.969631647471036,7.436661162815563,1.8190357211851627,Bad,Not Suitable
Sandy Loam,20.81665256417706,1.8741095652964166,6.1380230049223465,1.2710298626893493,Bad,Not Suitable
Loamy,10.92697994430084,4.758576924721551,7.814555385222908,1.4599092360344357,Good,Biogas Production
Loamy,11.755935120819185,4.752187827018737,6.873656564356891,1.9479026565171198,Good,Land Reclamation
Sandy,11.404549642186382,3.3044133015084394,6.775537590369907,0.1248153702648706,Good,Construction
Clayey,11.951730206515748,2.1854730461140646,6.7890721126103655,0.7550210836370983,Bad,Not Suitable
Loamy,21.178079381643,3.9071017241610138,7.619289861774364,0.5537889822206508,Good,Biogas Production
Clayey,29.657167493381632,1.2529698085641936,6.403512556236363,0.8103702809521393,Good,Brick Manufacturing
Sandy Loam,22.303609482746104,4.127060539405704,7.692395881504925,0.3034004906087552,Bad,Not Suitable
Sandy,29.582080727834764,3.1997314194564592,7.836477662425148,1.7040045693701413,Bad,Not Suitable
Sandy,24.648379323395712,1.5504114600300207,7.331024577363188,1.587555953453094,Bad,Not Suitable
Sandy Loam,22.218290759866832,2.5535950469942685,6.327151999585924,0.6830470075482874,Bad,Not Suitable
Loamy,19.25387445333988,2.85475555258584,7.915063648844595,1.9615014106119917,Bad,Not Suitable
Loamy,16.379124913547162,3.7237259083378844,7.615435594663261,1.83121499195509,Good,Biogas Production
Clayey,27.882424751568156,4.89768073611594,6.7616394290937265,1.8855120864565191,Good,Brick Manufacturing
Sandy Loam,28.548827178033527,3.7825324858747686,7.597902216433296,1.3746467529725128,Bad,Not Suitable
Sandy,28.650837498764055,1.1955068648293068,7.8930510943480785,0.5574611116345305,Bad,Not Suitable
Sandy Loam,22.86542157879366,3.7881617147952933,6.12688816603886,0.26163898469627134,Bad,Not Suitable
Clayey,16.143321216408793,1.5959039842960898,6.056558119513811,1.8388798057108557,Bad,Not Suitable
Clayey,11.650964663038097,2.5415306662139647,7.285590188007204,1.9455415186309208,Bad,Not Suitable
Sandy Loam,19.83802999748898,1.218543158378992,6.150080483104081,0.7086682531279063,Bad,Not Suitable
Sandy Loam,26.74693140975276,1.0502631376158167,7.803758193771142,1.9206244304719726,Bad,Not Suitable
Sandy,21.903772763678344,4.135539623748232,6.947778112340257,0.1450153043511862,Bad,Not Suitable
Clayey,20.053087064190237,4.467133874646101,7.5575260555272274,1.0007216182260381,Good,Biogas Production
Clayey,28.628385185344136,1.299634721923951,6.591682814889856,1.833371420730104,Good,Brick Manufacturing
Clayey,29.139064299818216,3.252554816062006,7.390248043325589,1.7972653481268934,Good,Brick Manufacturing
Loamy,25.533775528380243,2.180646096415952,7.432620057170418,0.1392521414781347,Bad,Not Suitable
Loamy,21.22493502186592,4.19425322630719,6.871156507472991,0.11724458706191915,Good,Land Reclamation
Sandy Loam,12.77338935301704,2.95818908169963,7.804136331722759,0.8713029198082038,Bad,Not Suitable
Sandy,11.673198105892663,4.070335305788614,6.772642642776807,1.516858402043037,Good,Construction
Loamy,19.381822949649663,1.343454518156896,7.623191272811262,1.5383247481464002,Bad,Not Suitable
Clayey,17.50195497819464,3.4614512404985707,6.159569194430053,1.0047130042275998,Bad,Not Suitable
Loamy,28.94973590597607,2.082935188115132,7.698901083613294,0.5814804218292623,Bad,Not Suitable
Clayey,13.611595118140725,3.4829813068276363,5.6902541964676825,0.8277900515120454,Bad,Not Suitable
Loamy,18.155373476062422,1.828858884787257,5.501224379218644,1.9443153099640396,Bad,Not Suitable
Sandy Loam,16.94294134856901,2.0813568427441,6.069070648700793,0.20091526878343252,Bad,Not Suitable
Loamy,17.274528964024434,1.088964579893275,6.506795884071542,1.6928667187061675,Bad,Not Suitable
Loamy,15.938727130574268,3.8757855533579266,7.472463434707437,0.3958387460862247,Good,Land Reclamation
Loamy,28.67187106058267,2.0223481137853105,6.486735221060255,1.9102968063670138,Bad,Not Suitable
Sandy,28.541126321704656,1.1375553893196422,7.672933264288561,0.47729785254808654,Bad,Not Suitable
Clayey,25.559304889909004,4.679641935041181,7.539202453716134,1.5692267654257832,Good,Biogas Production
Clayey,25.148554096362076,1.6573342789813963,6.4903783365160255,1.1054412884828013,Good,Brick Manufacturing
Loamy,17.343256241028406,3.464236021773867,7.044128508433472,0.9531876865311294,Good,Land Reclamation
Sandy Loam,12.037662339290458,2.693516062040237,6.758256863757654,1.4664356026163412,Average,Glass Making
Loamy,12.846607418535426,1.7917253869774683,5.844518412891393,1.6765043597393974,Bad,Not Suitable
Sandy,15.98472068973429,4.017654420239747,5.665079699807361,0.6685735147147099,Bad,Not Suitable
Sandy Loam,18.4025102931953,4.709810421167758,6.970205319315525,0.5076959785157765,Bad,Not Suitable
Sandy,15.032317406157517,3.9499729153476877,7.793706533473102,1.3694799837628142,Bad,Not Suitable
Loamy,12.318343193476625,3.301671402693551,6.656953344648617,0.8493448446705135,Good,Land Reclamation
Sandy,15.516008267463523,1.2861503810869759,7.419167595724946,1.9064384939083352,Bad,Not Suitable
Clayey,22.06079635481285,3.892751866338673,6.818869009960624,0.8430315490637628,Good,Brick Manufacturing
Clayey,15.060507335441882,1.3476892116403794,6.631769711099716,0.18981699545966568,Bad,Not Suitable
Sandy Loam,14.157776751020045,3.2341174118595504,7.83232889199058,0.9992844708186913,Bad,Not Suitable
Loamy,19.274150622336933,1.1911111976440107,5.5301258710788215,0.2601512510637725,Bad,Not Suitable
Loamy,20.365918556092343,2.9635380308737145,6.286460183229624,0.7865943092281565,Good,Land Reclamation
Loamy,17.76646239761007,4.576411567088446,5.638289969661953,1.5112134801479558,Bad,Not Suitable
Sandy,13.865808850948138,2.087254238258892,5.62912735840239,1.735193260650086,Bad,Not Suitable
Sandy Loam,24.732599156795573,3.6667631752579237,6.463551410800868,0.1401018195060947,Bad,Not Suitable
Sandy,22.367897965249632,4.7088137012033595,6.575027988392323,1.020082637560799,Bad,Not Suitable
Sandy,23.86750739728394,3.205368584062741,7.859715665893775,1.0151759996231822,Bad,Not Suitable
Sandy,27.20433202541323,3.431970368852237,5.6702622067787605,0.8885546283645541,Bad,Not Suitable
Sandy Loam,26.12766564216478,1.2189930552931205,7.038376158954274,1.5005033850486942,Bad,Not Suitable
Clayey,23.275181705795887,3.7696565296527647,7.958658640807991,1.5602580716609222,Good,Biogas Production
Sandy Loam,27.31807860153465,3.2624824705314652,5.759683132441448,0.475221010746005,Bad,Not Suitable
Sandy,22.48493264946262,2.7905387082286413,5.85437922992698,1.0778750637503125,Bad,Not Suitable
Clayey,19.563301489258524,4.638405334403359,7.704591861202877,1.5868226847474443,Good,Biogas Production
Sandy,27.16105800217961,4.7650295424279925,6.5394378570073926,0.4954112448955451,Bad,Not Suitable
Sandy,20.80473492276988,4.303527050353285,5.555510696864744,1.5103539238003902,Bad,Not Suitable
Loamy,14.62286507197037,4.225595442591047,6.313038891058321,1.4942515947600237,Good,Land Reclamation
Sandy Loam,17.461859347730226,2.094845228659046,7.052950675012218,1.7020696501608825,Bad,Not Suitable
Sandy,11.796636496144453,3.2116692830875486,6.022127325229968,1.4266401400194175,Good,Construction
Clayey,12.183461133620062,2.554747113781031,6.597091092048192,1.6807555874512883,Bad,Not Suitable
Sandy Loam,22.913301985630778,3.1649573440334953,7.207724343224665,1.6651701436332822,Bad,Not Suitable
Sandy Loam,26.718574731765024,1.3592561904353464,7.633904850815508,1.8869360298504583,Bad,Not Suitable
Loamy,24.50235179834967,1.772761476930957,7.565370619903639,0.6018663272746633,Bad,Not Suitable
Sandy Loam,18.937424261317208,4.971174862687898,6.421192698902763,0.7834602231682,Bad,Not Suitable
Sandy,10.638021893225307,1.104557657312561,7.101326232031297,0.7490025024750028,Bad,Not Suitable
Clayey,23.971844253413714,1.4545394988815556,7.812479116957503,1.7481150989717258,Bad,Not Suitable
Sandy,18.04806229983177,2.2045420665586657,5.5157476731645385,0.43247912615019135,Bad,Not Suitable
Sandy Loam,26.64233385769898,2.472138110461895,7.124253505420044,0.40020484290343183,Bad,Not Suitable
Sandy,16.50490265872814,4.077694796688223,5.784775365713622,1.7843982890446177,Bad,Not Suitable
Clayey,14.374937158202236,4.866129388910617,6.833223216211472,0.9739843941391074,Good,Biogas Production
Clayey,11.607080626936826,1.751899969105466,7.350421568048757,1.2740974581463165,Bad,Not Suitable
Sandy Loam,22.297609319867497,3.5231467953397195,7.4593065450461165,1.2834561263000626,Bad,Not Suitable
Sandy,27.927108174419768,4.308853476384082,6.277381686385548,1.4005555582470968,Bad,Not Suitable
Clayey,14.010036263818957,3.2602963843160424,7.6557368659055705,0.6513775026012261,Good,Biogas Production
Sandy,16.868052414920452,3.327217732965012,6.0864150413305795,1.65013620948508,Bad,Not Suitable
Clayey,21.069954008371138,4.624678816079039,7.377989721915895,0.673435553258188,Good,Brick Manufacturing
Clayey,15.506135293553264,1.117858150415655,6.470649314134651,0.671050251610422,Bad,Not Suitable
